buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5000.0,5.0,1000.0,171.27948478656467,18.244053519910626,5000,5000.0,54.81238150596619
6000.0,6.0,1000.0,262.80695161251384,73.68645149135382,6000,6000.0,68.38339757919312
7000.0,7.0,1000.0,265.4807881529476,73.61579730353681,7000,7000.0,81.96743941307068
8000.0,8.0,1000.0,267.68955380579604,73.29658901804841,8000,8000.0,95.61063957214355
9000.0,9.0,1000.0,256.545133056761,70.3374202382582,9000,9000.0,109.82782363891602
10000.0,10.0,1000.0,262.81760003054,68.92900552563817,10000,10000.0,124.33550500869751
11000.0,11.0,1000.0,329.8412646784186,22.841865014743345,11000,11000.0,168.11476755142212
12000.0,12.0,1000.0,335.93420355533465,73.33169803027572,12000,12000.0,181.75143575668335
13000.0,13.0,1000.0,335.6977631691278,73.17724319885666,13000,13000.0,195.41688656806946
14000.0,14.0,1000.0,379.9356655732737,68.68493489102444,14000,14000.0,209.9761209487915
15000.0,15.0,1000.0,459.30171629809934,66.3377675878149,15000,15000.0,225.05049085617065
16000.0,16.0,1000.0,292.9112160355745,66.89103148302664,16000,16000.0,240.00017929077148
17000.0,17.0,1000.0,519.6805945371733,66.75334954501993,17000,17000.0,254.98070168495178
18000.0,18.0,1000.0,590.0672652801435,68.26097269718305,18000,18000.0,269.6303617954254
19000.0,19.0,1000.0,627.0255757113863,66.76188167124745,19000,19000.0,284.6089701652527
20000.0,20.0,1000.0,467.32558899244617,66.18450264436368,20000,20000.0,299.7182478904724
21000.0,21.0,1000.0,606.4698478313982,22.891572755211033,21000,21000.0,343.4024467468262
22000.0,22.0,1000.0,659.3814901567199,66.18342905355561,22000,22000.0,358.5119695663452
23000.0,23.0,1000.0,600.0031243580333,66.15323031169257,23000,23000.0,373.62839007377625
24000.0,24.0,1000.0,734.6908317586079,67.26997720989716,24000,24000.0,388.4938633441925
25000.0,25.0,1000.0,839.5352462663833,68.17730933936896,25000,25000.0,403.16150069236755
26000.0,26.0,1000.0,797.1847827041768,67.19635903517252,26000,26000.0,418.0432608127594
27000.0,27.0,1000.0,886.0096173923848,65.75097486704577,27000,27000.0,433.252161026001
28000.0,28.0,1000.0,772.1436039563707,66.95779436002726,28000,28000.0,448.1869430541992
29000.0,29.0,1000.0,825.3862880007443,66.37361216965182,29000,29000.0,463.25317192077637
30000.0,30.0,1000.0,979.8847380509859,66.77027673414109,30000,30000.0,478.22989678382874
31000.0,31.0,1000.0,841.6416401836103,22.67518462339043,31000,31000.0,522.3309717178345
32000.0,32.0,1000.0,875.051405556424,66.15579608084813,32000,32000.0,537.4468059539795
33000.0,33.0,1000.0,953.1757906807914,66.66426137489762,33000,33000.0,552.4473478794098
34000.0,34.0,1000.0,930.4669338764185,65.96602011651076,34000,34000.0,567.6066682338715
35000.0,35.0,1000.0,868.9625370233344,67.21846343575815,35000,35000.0,582.4835340976715
36000.0,36.0,1000.0,802.7086130302871,65.7049572175651,36000,36000.0,597.7030866146088
37000.0,37.0,1000.0,496.05734638044197,67.87376769655135,37000,37000.0,612.4363198280334
38000.0,38.0,1000.0,831.8746510320361,66.99452952803874,38000,38000.0,627.3629124164581
39000.0,39.0,1000.0,786.9048423818053,67.22233099248614,39000,39000.0,642.2389223575592
40000.0,40.0,1000.0,836.155193978747,67.79776961181527,40000,40000.0,656.9886703491211
